fecha,ibex_close,eurusd_close
2003-12-01,7372.2998046875,1.19650137424469
2003-12-02,7348.7001953125,1.2088974714279177
2003-12-03,7384.2998046875,1.2122975587844849
2003-12-04,7367.10009765625,1.2080942392349243
2003-12-05,7348.10009765625,1.2186946868896484
2003-12-09,7391.0,1.2249947786331177
2003-12-10,7358.7998046875,1.2190959453582764
2003-12-11,7432.2001953125,1.2224042415618896
2003-12-12,7434.39990234375,1.2278977632522583
2003-12-15,7471.7998046875,1.2319974899291992
2003-12-16,7487.0,1.2321947813034058
2003-12-17,7506.2998046875,1.2402024269104004
2003-12-18,7585.5,1.2422977685928345
2003-12-19,7617.60009765625,1.2384973764419556
2003-12-22,7619.10009765625,1.2398948669433594
2003-12-23,7696.5,1.2400025129318235
2003-12-29,7760.39990234375,1.2483927011489868
2003-12-30,7737.2001953125,1.2548940181732178
2004-01-02,7879.2001953125,1.2581939697265625
2004-01-05,7911.39990234375,1.2686975002288818
2004-01-07,7913.7001953125,1.2640947103500366
2004-01-08,7943.39990234375,1.2774981260299685
2004-01-09,7924.60009765625,1.2858924865722656
2004-01-12,7934.60009765625,1.2740962505340576
2004-01-13,7946.10009765625,1.278592586517334
2004-01-14,7978.10009765625,1.2651021480560305
2004-01-15,7957.2998046875,1.260096549987793
2004-01-16,7979.2998046875,1.239802598953247
2004-01-19,8016.2998046875,1.235406756401062
2004-01-20,7987.89990234375,1.2589067220687866
2004-01-21,8051.89990234375,1.2659028768539429
2004-01-22,8101.2998046875,1.2725075483322144
2004-01-23,8114.5,1.2583048343658447
2004-01-26,8031.39990234375,1.2487980127334597
2004-01-27,8061.10009765625,1.2636953592300415
2004-01-28,8116.39990234375,1.2441989183425903
2004-01-29,8013.10009765625,1.2410026788711548
2004-01-30,7929.89990234375,1.2468050718307495
2004-02-02,7958.60009765625,1.2433016300201416
2004-02-03,7960.2998046875,1.2534940242767334
2004-02-04,7888.7998046875,1.2539970874786377
2004-02-05,7949.10009765625,1.2571974992752075
2004-02-06,8024.89990234375,1.2700024843215942
2004-02-09,8135.2001953125,1.2694060802459717
2004-02-10,8171.89990234375,1.26850426197052
2004-02-11,8197.2001953125,1.2830052375793457
2004-02-12,8242.2998046875,1.2818048000335691
2004-02-13,8199.599609375,1.272799015045166
2004-02-16,8226.5,1.2765034437179563
2004-02-17,8258.900390625,1.2857933044433594
2004-02-18,8283.0,1.2725075483322144
2004-02-19,8340.599609375,1.2757054567337036
2004-02-20,8237.7998046875,1.2542015314102173
2004-02-23,8245.2001953125,1.2571974992752075
2004-02-24,8159.60009765625,1.2677966356277466
2004-02-25,8173.60009765625,1.249703288078308
2004-02-26,8160.2001953125,1.244802951812744
2004-02-27,8249.400390625,1.2494065761566162
2004-03-01,8300.400390625,1.244802951812744
2004-03-02,8354.0,1.220405101776123
2004-03-03,8280.400390625,1.2190959453582764
2004-03-04,8337.900390625,1.220703125
2004-03-05,8346.099609375,1.2367972135543823
2004-03-08,8369.7001953125,1.242606520652771
2004-03-09,8286.7001953125,1.2319064140319824
2004-03-10,8292.900390625,1.2231967449188232
2004-03-11,8112.39990234375,1.235101580619812
2004-03-12,8032.60009765625,1.2224042415618896
2004-03-15,7699.10009765625,1.22720468044281
2004-03-16,7810.7001953125,1.2261061668395996
2004-03-17,7948.10009765625,1.2227030992507937
2004-03-18,7820.39990234375,1.2388964891433716
2004-03-19,7879.10009765625,1.2269035577774048
2004-03-22,7727.7998046875,1.2345983982086182
2004-03-23,7768.2998046875,1.2345069646835327
2004-03-24,7752.89990234375,1.2139016389846802
2004-03-25,7914.7998046875,1.2136952877044678
2004-03-26,7952.7998046875,1.212694525718689
2004-03-29,8021.10009765625,1.216604232788086
2004-03-30,8004.2001953125,1.2185016870498655
