ibex_close,tasa_desempleo,prima,pib_trim_per_capita
3720.800048828125,20.3,364.0,3.1
3755.199951171875,20.3,365.0,3.1
3762.300048828125,20.3,357.0,3.1
3703.5,20.3,349.0,3.1
3694.300048828125,20.3,352.0,3.1
3688.699951171875,20.3,353.0,3.1
3700.60009765625,20.3,353.0,3.1
3685.800048828125,20.3,351.0,3.1
3717.699951171875,20.3,365.0,3.1
3747.0,20.3,349.0,3.1
3747.0,20.3,349.0,3.1
3810.10009765625,20.3,345.0,3.1
3791.5,20.3,336.0,3.1
3842.39990234375,20.3,339.0,3.1
3823.699951171875,20.3,333.0,3.1
3839.39990234375,20.3,331.0,3.1
3830.199951171875,20.3,323.0,3.1
3857.10009765625,20.3,324.0,3.1
3862.699951171875,20.3,329.0,3.1
3879.89990234375,20.1,324.0,3.1
3894.800048828125,20.1,318.0,3.1
3850.60009765625,20.1,311.0,3.1
3886.199951171875,20.1,311.0,3.1
3911.0,20.1,304.0,3.1
3888.699951171875,20.1,304.0,3.1
3918.10009765625,20.1,304.0,3.1
3949.60009765625,20.1,291.0,3.1
3954.199951171875,20.1,291.0,3.1
3964.199951171875,20.1,287.0,3.1
3984.60009765625,20.1,287.0,3.1
4038.5,20.1,272.0,3.1
4070.300048828125,20.1,273.0,3.1
4058.5,20.1,276.0,3.1
4070.60009765625,20.1,279.0,3.1
4096.0,20.1,279.0,3.1
4124.2998046875,20.1,271.0,3.1
4112.2001953125,20.1,270.0,3.1
4082.89990234375,20.1,282.0,3.1
4060.800048828125,20.1,280.0,3.1
4062.89990234375,20.1,279.0,3.1
4036.5,20.1,273.0,3.1
4004.10009765625,20.1,270.0,3.1
4015.10009765625,20.1,277.0,3.1
4057.89990234375,20.1,287.0,3.1
4062.89990234375,20.1,291.0,3.1
4069.0,20.1,276.0,3.1
4067.60009765625,20.1,278.0,3.1
4109.7001953125,20.1,311.0,3.1
4143.39990234375,20.1,276.0,3.1
4155.2001953125,20.1,273.0,3.1
4128.10009765625,20.1,273.0,3.1
4137.60009765625,20.1,271.0,3.1
4137.5,20.1,272.0,3.1
4150.7001953125,20.1,272.0,3.1
4166.89990234375,20.1,272.0,3.1
4155.2998046875,20.1,262.0,3.1
4126.0,20.1,265.0,3.1
4111.7001953125,20.1,267.0,3.1
4088.699951171875,20.1,270.0,3.1
4116.5,20.2,277.0,3.1
4125.2001953125,20.2,270.0,3.1
4168.39990234375,20.2,272.0,3.1
4136.5,20.2,272.0,3.1
4173.2001953125,20.2,272.0,3.1
4224.39990234375,20.2,265.0,3.1
4255.60009765625,20.2,262.0,3.1
4242.0,20.2,256.0,3.1
4237.10009765625,20.2,252.0,3.1
4224.0,20.2,258.0,3.1
4251.0,20.2,258.0,3.1
4228.2001953125,20.2,255.0,3.1
4211.5,20.2,249.0,3.1
4241.5,20.2,246.0,3.1
4264.39990234375,20.2,239.0,3.1
4269.39990234375,20.2,236.0,3.1
4258.0,20.2,233.0,3.1
4233.10009765625,20.2,234.0,3.1
4264.10009765625,20.2,233.0,3.1
4278.2998046875,20.2,231.0,3.1
4255.89990234375,20.1,232.0,3.1
4228.7001953125,20.1,227.0,3.1
4249.7001953125,20.1,231.0,3.1
4192.7001953125,20.1,228.0,3.1
4193.0,20.1,230.0,3.1
4210.0,20.1,222.0,3.1
4210.0,20.1,215.0,3.1
4151.2001953125,20.1,225.0,3.1
4114.7001953125,20.1,223.0,3.1
4056.800048828125,20.1,224.0,3.1
3985.5,20.1,227.0,3.1
4001.89990234375,20.1,233.0,3.1
4037.10009765625,20.1,241.0,3.1
4055.10009765625,20.1,237.0,3.1
3995.5,20.1,233.0,3.1
4029.89990234375,20.1,224.0,3.1
3976.5,20.1,224.0,3.1
4010.800048828125,20.1,226.0,3.1
3964.300048828125,20.1,236.0,3.1
3935.699951171875,20.1,249.0,3.1
3932.39990234375,20.1,247.0,3.1
3979.39990234375,20.1,253.0,3.1
4040.0,20.1,254.0,3.1
4120.2001953125,19.8,249.0,3.1
4120.2001953125,19.8,245.0,3.1
4101.0,19.8,246.0,3.1
4072.39990234375,19.8,250.0,3.1
4070.10009765625,19.8,260.0,3.1
4030.5,19.8,256.0,3.1
4018.89990234375,19.8,268.0,3.1
4030.60009765625,19.8,263.0,3.1
4025.699951171875,19.8,265.0,3.1
4052.0,19.8,261.0,3.1
4012.300048828125,19.8,260.0,3.1
4022.199951171875,19.8,266.0,3.1
3997.800048828125,19.8,265.0,3.1
4060.199951171875,19.8,261.0,3.1
4070.0,19.8,250.0,3.1
4041.0,19.8,250.0,3.1
4075.5,19.8,249.0,3.1
4084.5,19.8,248.0,3.1
4046.199951171875,19.8,249.0,3.1
4025.5,19.8,249.0,3.1
4033.60009765625,19.8,246.0,3.1
4004.0,19.7,243.0,3.1
3966.199951171875,19.7,247.0,3.1
3953.300048828125,19.7,246.0,3.1
3963.10009765625,19.7,243.0,3.1
3987.89990234375,19.7,239.0,3.1
4003.699951171875,19.7,232.0,3.1
4001.300048828125,19.7,228.0,3.1
4030.39990234375,19.7,230.0,3.1
4079.300048828125,19.7,234.0,3.1
4101.60009765625,19.7,226.0,3.1
4083.60009765625,19.7,221.0,3.1
4069.800048828125,19.7,215.0,3.1
4082.199951171875,19.7,212.0,3.1
4093.60009765625,19.7,208.0,3.1
4098.0,19.7,198.0,3.1
4135.7001953125,19.7,187.0,3.1
4177.7998046875,19.7,195.0,3.1
4213.89990234375,19.7,197.0,3.1
4195.10009765625,19.7,190.0,3.1
4215.60009765625,19.7,179.0,3.1
4239.7001953125,19.7,182.0,3.1
4262.39990234375,19.5,185.0,3.1
4243.89990234375,19.5,179.0,3.1
4266.2998046875,19.5,179.0,3.1
4271.2998046875,19.5,186.0,3.1
4277.10009765625,19.5,176.0,3.1
4257.7998046875,19.5,176.0,3.1
4247.5,19.5,159.0,3.1
4243.10009765625,19.5,166.0,3.1
4266.10009765625,19.5,165.0,3.1
4328.39990234375,19.5,174.0,3.1
4295.5,19.5,170.0,3.1
4322.2998046875,19.5,181.0,3.1
4377.39990234375,19.5,185.0,3.1
4402.60009765625,19.5,184.0,3.1
4403.39990234375,19.5,185.0,3.1
4384.7998046875,19.5,181.0,3.1
4406.7001953125,19.5,182.0,3.1
4396.89990234375,19.5,177.0,3.1
4383.60009765625,19.5,176.0,3.1
4352.2001953125,19.5,173.0,3.1
4308.7998046875,19.5,176.0,3.1
4306.7001953125,19.5,188.0,3.1
4316.60009765625,19.5,179.0,3.1
4373.89990234375,19.3,179.0,3.1
4427.2998046875,19.3,169.0,3.1
4433.7001953125,19.3,164.0,3.1
4428.10009765625,19.3,163.0,3.1
4421.39990234375,19.3,164.0,3.1
4459.5,19.3,167.0,3.1
4469.89990234375,19.3,162.0,3.1
4492.89990234375,19.3,155.0,3.1
