fecha,ibex_close,ibex_volume,deuda_perc_pib,gasto_perc_PIB,pib_trim_per_capita,var_pib,var_anual_pib,tasa_desempleo,tie,ipc,prima,eurusd_close,tim
1994-03-10,3691.199951171875,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,257.0,,
1994-03-11,3665.199951171875,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,256.0,,
1994-03-14,3732.39990234375,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,256.0,,
1994-03-15,3783.300048828125,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,263.0,,
1994-03-16,3743.60009765625,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,251.0,,
1994-03-17,3740.0,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,248.0,,
1994-03-18,3705.10009765625,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,256.0,,
1994-03-21,3666.60009765625,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,247.0,,
1994-03-22,3670.0,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,249.0,,
1994-03-23,3682.199951171875,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,237.0,,
1994-03-24,3624.89990234375,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,243.0,,
1994-03-25,3610.10009765625,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,267.0,,
1994-03-28,3592.800048828125,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,259.0,,
1994-03-29,3552.199951171875,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,258.0,,
1994-03-30,3489.10009765625,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,269.0,,
1994-03-31,3489.10009765625,0,,44.83,2.7,0.0,-6.9,22.2,,0.33,269.0,,
1994-04-05,3483.39990234375,0,,44.83,2.7,0.0,0.0,22.2,,0.39,275.0,,
1994-04-06,3521.10009765625,0,,44.83,2.7,0.0,0.0,22.2,,0.39,257.0,,
1994-04-07,3525.300048828125,0,,44.83,2.7,0.0,0.0,22.2,,0.39,265.0,,
1994-04-08,3556.39990234375,0,,44.83,2.7,0.0,0.0,22.2,,0.39,258.0,,
1994-04-11,3587.39990234375,0,,44.83,2.7,0.0,0.0,22.2,,0.39,256.0,,
1994-04-12,3589.5,0,,44.83,2.7,0.0,0.0,22.2,,0.39,246.0,,
1994-04-13,3545.5,0,,44.83,2.7,0.0,0.0,22.2,,0.39,249.0,,
1994-04-14,3498.60009765625,0,,44.83,2.7,0.0,0.0,22.2,,0.39,262.0,,
1994-04-15,3460.199951171875,0,,44.83,2.7,0.0,0.0,22.2,,0.39,255.0,,
1994-04-18,3361.699951171875,0,,44.83,2.7,0.0,0.0,22.2,,0.39,257.0,,
1994-04-19,3394.39990234375,0,,44.83,2.7,0.0,0.0,22.2,,0.39,270.0,,
1994-04-20,3344.89990234375,0,,44.83,2.7,0.0,0.0,22.2,,0.39,265.0,,
1994-04-21,3364.39990234375,0,,44.83,2.7,0.0,0.0,22.2,,0.39,272.0,,
1994-04-22,3459.699951171875,0,,44.83,2.7,0.0,0.0,22.2,,0.39,261.0,,
1994-04-25,3459.699951171875,0,,44.83,2.7,0.0,0.0,22.2,,0.39,259.0,,
